S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
654,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2862000,-,1195,Strata,06 to 10,2395,1/4/22
655,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2656000,-,1690,Strata,01 to 05,1572,1/4/22
656,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2255000,-,818,Strata,21 to 25,2757,1/4/22
657,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2207000,-,1195,Strata,06 to 10,1847,1/4/22
658,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1615000,-,850,Strata,01 to 05,1899,1/4/22
659,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2880000,-,1141,Strata,01 to 05,2524,1/4/22
660,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1658000,-,850,Strata,16 to 20,1950,1/4/22
661,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2273000,-,818,Strata,16 to 20,2779,1/4/22
662,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2258000,-,818,Strata,21 to 25,2760,1/4/22
663,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1639000,-,560,Strata,21 to 25,2928,1/4/22
664,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2263000,-,818,Strata,16 to 20,2766,1/4/22
665,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2045000,-,1076,Strata,16 to 20,1900,1/4/22
666,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2280000,-,1076,Strata,01 to 05,2118,1/4/22
667,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2686000,-,1098,Strata,06 to 10,2446,1/4/22
668,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2685000,-,1216,Strata,06 to 10,2207,1/4/22
669,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1212000,-,431,Strata,31 to 35,2815,1/4/22
670,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1526000,-,570,Strata,31 to 35,2675,1/4/22
671,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3169000,-,1496,Strata,26 to 30,2118,1/4/22
672,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2010000,-,1066,Strata,11 to 15,1886,1/4/22
673,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1973000,-,1066,Strata,01 to 05,1851,1/4/22
674,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1139000,-,657,Strata,21 to 25,1735,1/4/22
675,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3442000,-,1496,Strata,51 to 55,2301,1/4/22
676,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1990000,-,840,Strata,16 to 20,2370,1/4/22
677,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2466000,-,1335,Strata,01 to 05,1848,1/4/22
678,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4110000,-,1507,Strata,06 to 10,2727,1/4/22
679,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5450000,-,2002,Strata,01 to 05,2722,1/4/22
680,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2140000,-,840,Strata,26 to 30,2549,1/4/22
681,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1114000,-,657,Strata,21 to 25,1697,1/4/22
682,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1564000,-,657,Strata,51 to 55,2382,1/4/22
683,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2245000,-,818,Strata,16 to 20,2744,1/4/22
684,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1987000,-,1066,Strata,06 to 10,1865,1/4/22
685,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1688888,-,764,Strata,11 to 15,2210,1/4/22
686,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2444000,-,1313,Strata,16 to 20,1861,1/4/22
687,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2458000,-,1313,Strata,21 to 25,1872,1/4/22
688,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2470000,-,1335,Strata,01 to 05,1851,1/4/22
689,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2380000,-,840,Strata,21 to 25,2835,1/4/22
690,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2441000,-,818,Strata,26 to 30,2984,1/4/22
691,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2450050,-,818,Strata,26 to 30,2995,1/4/22
692,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5651000,-,2002,Strata,11 to 15,2823,1/4/22
693,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2593000,-,1582,Strata,11 to 15,1639,1/4/22
694,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2400000,-,1313,Strata,11 to 15,1828,1/4/22
695,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1575000,-,657,Strata,51 to 55,2399,1/4/22
696,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1083000,-,646,Strata,21 to 25,1677,1/4/22
697,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2491000,-,1335,Strata,06 to 10,1866,1/4/22
698,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1861000,-,883,Strata,56 to 60,2108,1/4/22
699,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1634000,-,850,Strata,06 to 10,1922,1/4/22
700,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1570000,-,657,Strata,51 to 55,2391,1/4/22
701,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2062000,-,1087,Strata,16 to 20,1897,1/4/22
702,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1698000,-,732,Strata,06 to 10,2320,1/4/22
703,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1114000,-,657,Strata,21 to 25,1697,1/4/22
704,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2229000,-,818,Strata,21 to 25,2725,1/4/22
705,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1687000,-,947,Strata,21 to 25,1781,1/4/22
706,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,6178584,-,2002,Strata,31 to 35,3086,1/4/22
707,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5650560,-,2002,Strata,16 to 20,2822,1/4/22
708,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,6150212,-,2002,Strata,31 to 35,3072,1/4/22
709,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5708256,-,2002,Strata,16 to 20,2851,1/4/22
710,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2367000,-,840,Strata,16 to 20,2819,1/4/22
711,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4430000,-,1711,Strata,11 to 15,2588,1/4/22
712,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1196000,-,431,Strata,26 to 30,2778,1/4/22
713,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1141000,-,657,Strata,21 to 25,1738,1/4/22
714,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2187000,-,1195,Strata,01 to 05,1830,1/4/22
715,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2150000,-,1227,Strata,21 to 25,1752,1/4/22
716,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3046000,-,1141,Strata,16 to 20,2670,1/4/22
717,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2381000,-,1119,Strata,56 to 60,2127,1/4/22
718,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1139000,-,657,Strata,21 to 25,1735,1/3/22
719,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2495000,-,1335,Strata,11 to 15,1869,1/3/22
720,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2192000,-,1195,Strata,01 to 05,1835,1/3/22
721,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2434000,-,1313,Strata,01 to 05,1853,1/3/22
722,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1913000,-,947,Strata,01 to 05,2020,1/3/22
723,SKY EVERTON,EVERTON ROAD,Apartment,2,RCR,Freehold,New Sale,1,7106000,-,2228,Strata,36 to 40,3189,1/3/22
724,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2312000,-,1281,Strata,36 to 40,1805,1/3/22
725,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1280000,-,527,Strata,31 to 35,2427,1/3/22
726,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1736000,-,732,Strata,51 to 55,2372,1/3/22
727,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2357000,-,1119,Strata,56 to 60,2105,1/3/22
728,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1562000,-,657,Strata,51 to 55,2379,1/3/22
729,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1120000,-,646,Strata,21 to 25,1734,1/3/22
730,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1808000,-,958,Strata,11 to 15,1887,1/3/22
731,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1810000,-,958,Strata,11 to 15,1889,1/3/22
732,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1819000,-,958,Strata,16 to 20,1899,1/3/22
733,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,2020000,-,829,Strata,06 to 10,2437,1/3/22
734,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1097000,-,646,Strata,21 to 25,1699,1/3/22
735,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2179000,-,893,Strata,26 to 30,2439,1/3/22
736,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1851000,-,1055,Strata,21 to 25,1755,1/3/22
737,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1828000,-,958,Strata,16 to 20,1908,1/3/22
738,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1825000,-,958,Strata,16 to 20,1905,1/3/22
739,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1861000,-,883,Strata,56 to 60,2108,1/3/22
740,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1599000,-,560,Strata,21 to 25,2857,1/3/22
741,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1593000,-,560,Strata,21 to 25,2846,1/3/22
742,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3020000,-,1141,Strata,11 to 15,2647,1/3/22
743,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1780000,-,958,Strata,01 to 05,1858,1/3/22
744,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3175000,-,1496,Strata,31 to 35,2122,1/3/22
745,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2508000,-,1335,Strata,11 to 15,1879,1/3/22
746,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2504000,-,1335,Strata,11 to 15,1876,1/3/22
747,THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,Condominium,4,RCR,99 yrs lease commencing from 2021,New Sale,1,2350000,-,980,Strata,01 to 05,2399,1/3/22
748,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1627000,-,657,Strata,41 to 45,2478,1/3/22
749,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2898000,-,1173,Strata,06 to 10,2470,1/3/22
750,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5428000,-,2002,Strata,06 to 10,2711,1/3/22
751,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1300000,-,527,Strata,41 to 45,2465,1/3/22
752,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3327000,-,1432,Strata,06 to 10,2324,1/3/22
753,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1764000,-,969,Strata,01 to 05,1821,1/3/22
754,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1198000,-,431,Strata,26 to 30,2782,1/3/22
755,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1831000,-,958,Strata,21 to 25,1911,1/3/22
756,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2293000,-,1281,Strata,31 to 35,1790,1/3/22
757,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1051000,-,527,Strata,21 to 25,1993,1/3/22
758,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1688888,-,764,Strata,11 to 15,2210,1/3/22
759,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2223800,-,818,Strata,11 to 15,2718,1/3/22
760,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1118000,-,646,Strata,21 to 25,1731,1/3/22
761,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1295000,-,527,Strata,36 to 40,2455,1/3/22
762,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1545000,-,657,Strata,46 to 50,2353,1/3/22
763,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1833000,-,958,Strata,21 to 25,1913,1/3/22
764,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1991000,-,1066,Strata,06 to 10,1868,1/3/22
765,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1035000,-,527,Strata,11 to 15,1962,1/3/22
766,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1039000,-,527,Strata,16 to 20,1970,1/3/22
767,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1047000,-,527,Strata,21 to 25,1985,1/3/22
768,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1044000,-,527,Strata,16 to 20,1979,1/3/22
769,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1050000,-,527,Strata,21 to 25,1991,1/3/22
770,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1188000,-,517,Strata,11 to 15,2299,1/3/22
771,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1659000,-,657,Strata,46 to 50,2527,1/3/22
772,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1770000,-,936,Strata,11 to 15,1890,1/3/22
773,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2512000,-,1335,Strata,11 to 15,1882,1/3/22
774,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2069000,-,1087,Strata,16 to 20,1903,1/3/22
775,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1798960,-,883,Strata,01 to 05,2038,1/3/22
776,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1534000,-,657,Strata,46 to 50,2336,1/3/22
777,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1632000,-,657,Strata,41 to 45,2486,1/3/22
778,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1030000,-,527,Strata,11 to 15,1953,1/3/22
779,ONE-NORTH EDEN,SLIM BARRACKS RISE,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2825000,-,1399,Strata,11 to 15,2019,1/3/22
780,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1038000,-,527,Strata,11 to 15,1968,1/3/22
781,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1047000,-,527,Strata,21 to 25,1985,1/3/22
782,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1046000,-,527,Strata,16 to 20,1983,1/3/22
783,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1033000,-,527,Strata,11 to 15,1959,1/3/22
784,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2235000,-,947,Strata,51 to 55,2360,1/3/22
785,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1035000,-,527,Strata,11 to 15,1962,1/3/22
786,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,2032520,-,829,Strata,11 to 15,2452,1/3/22
787,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2931000,-,1152,Strata,26 to 30,2545,1/3/22
788,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2788000,-,1733,Strata,21 to 25,1609,1/3/22
789,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1864000,-,700,Strata,26 to 30,2664,1/3/22
790,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1827000,-,700,Strata,21 to 25,2611,1/3/22
791,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2229000,-,1281,Strata,21 to 25,1740,1/3/22
792,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2676000,-,1109,Strata,51 to 55,2414,1/3/22
793,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2391000,-,1346,Strata,21 to 25,1777,1/3/22
794,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2634000,-,1098,Strata,06 to 10,2399,1/3/22
795,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1051000,-,527,Strata,21 to 25,1993,1/3/22
796,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2598000,-,1152,Strata,01 to 05,2256,1/3/22
797,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1041000,-,527,Strata,16 to 20,1974,1/3/22
798,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1824000,-,969,Strata,21 to 25,1883,1/3/22
799,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1923000,-,700,Strata,36 to 40,2748,1/3/22
800,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2617000,-,1464,Strata,06 to 10,1788,1/3/22
801,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1041000,-,527,Strata,16 to 20,1974,1/3/22
802,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1637000,-,850,Strata,06 to 10,1925,1/3/22
803,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1172000,-,431,Strata,21 to 25,2722,1/3/22
804,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1188000,-,517,Strata,16 to 20,2299,1/3/22
805,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1176000,-,431,Strata,16 to 20,2731,1/3/22
806,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1176000,-,431,Strata,21 to 25,2731,1/3/22
807,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1170000,-,431,Strata,26 to 30,2717,1/3/22
808,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1362000,-,527,Strata,46 to 50,2582,1/3/22
809,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1033000,-,527,Strata,11 to 15,1959,1/3/22
810,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1039000,-,527,Strata,16 to 20,1970,1/3/22
811,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2647000,-,1496,Strata,21 to 25,1769,1/3/22
812,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1166000,-,431,Strata,26 to 30,2708,1/3/22
813,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1018000,-,527,Strata,01 to 05,1930,1/3/22
814,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2228000,-,947,Strata,51 to 55,2352,1/3/22
815,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,1032000,-,527,Strata,11 to 15,1957,1/3/22
